review,classification,Disgust,Disappointment,Sadness,Confusion,Anger,Fear,Indifference,Surprise,Interest,Happiness,Touched,Motivation,Reflective
"I had the displeasure of watching this movie with my girlfriend, who, like me, is a fan of the first. This movie down right sucked! It lacked the magic of the first. You could actually understand every word the mice said, the animation is crappy, the palace is much much different from the first movie, there's new characters that were never mentioned before and were terrible, luckily the Prince didn't have many lines which kept him from sounding stupid. Basically its like The Lion King 1 1/2 except its different stories all told by the mice. The reason I'm giving this a 2 out of 10 is because the songs not sung by the characters were the most enjoyable.",negative,1,1,0,0,0,0,1,0,0,0,0,0,0
"That's the question you have to ask yourself when you watch this movie ""What was the point?"" This movie was nothing but an hour and a half of confusion with completely unlikable people (not going to use the word actors) and a script that you could tell didn't exist.<br /><br />One of the things that made me laugh the most about this movie was how it said ""Victorian story written by"" which means that there was actually a script to that part of the story. The entire victorian section had no dialogue, and was just comprised of shots of a guy staring at a girl and vice versa. Making that part of the movie as scripted as a camera left on at a train station.<br /><br />OK, time for the story. It starts out with a guy sitting in a chair never once getting out of it. Oh blocking, who needs you? These newspeople come to his house and practically beg him to tell this story about these dead girls. So he starts off the story in Victorian times. and here's how the scene goes (Guy and girl are in a field. pretty music starts to play) (guy stares at girl) (girl stares at guy) (guy stares at girl) cut back to movie. That's pretty much all that happens for about half the movie.<br /><br />The rest of the film is incredibly awkward dialogue about a bunch of models wanting to buy an apartment. So this real estate agent shows them one and when i say the dialogue is awkward i mean, if it were a dancer it would trip during the MACARENA. None of the characters in this movie are likable. The models are incredibly irritating, the victorian people don't talk, and the guy telling the story has the personality of a sack of onions. So eventually all the girls get killed off. and by killed off, i mean drug offscreen. ooh. you showed ONE death? and by death i mean holding her face till they put the blood makeup on? awesome.<br /><br />HOW this guy even knows this story baffles me. He says it's because he saw it. but how? there was no guy in that apartment! the door was locked shut with no way out, the windows were attached to a fire escape that was too rotten to work, how the HELL did he see all that? Oh plot holes. we DO love you. So the movie finishes up with the newswoman saying ""i think you made it up. you're wasting our time"" despite the fact that she begged him for the interview in the first place. Whatever. This movie was stupid, pointless, and made no sense with a lot of plot holes. I could go on and on about this movie, but i don't see the need. i'd much rather spend my time doing something uselful. Like widdle something. ""Hell's Threshold"" more belongs in purgatory with 2 dumb models. out of 10.",negative,0,1,0,1,1,0,1,0,0,0,0,0,0
"I have to say although this movie was formulaic throughout with a plot stolen from films like Friday the 13th/I Know What You Did Last Summer, this movie wasn't that bad. In fact it wasn't as bad as most of the Horror films Hollywood has released recently. The killings although at times a little too imaginative were in most instances just that, original. The cast was mediocre which is to be expected from low-budget features but much better than what that much bigger studio Artisan/Lions Gate has been offering. My only real complaint that wasn't due to the film's budget, which must have been small, was the contrived ""twist"" ending. I'm sorry but this is what put this film in the bad category for me. The ending was just stupid and tacked on. Before that I was a little bored, but actually enjoying it. 4/10",negative,0,1,0,0,0,0,1,1,1,0,0,0,0
"December holiday specials, like the original Frosty, ought to be richly-produced with quality music and a wholesome, yet lighthearted storyline. They should have a touch of the mystical magic of the holidays. Basically, they should look, sound, and feel...well, ""special"" and they should have a decent and appropriate December holiday subtext.<br /><br />So when I saw Legend of Frosty the Snowman in the TV listings, I got my kids (6 and 8) pumped up for it by telling them the story of the original Frosty and passionately relating how much I enjoyed it as a kid. As my wife and kids cozied up on the couch to watch the movie the expectations were high, but 10 minutes into it my kids were yawning and my wife and I were giving each other ""the look"" and rolling our eyes. After 35 minutes my kids were actually asking to go to bed -- I guess they were fed up with the insensitive language and pointless, disconnected segments. I was actually embarrassed about their (and my) disappointment with this movie.<br /><br />Unfortunately, Legend of Frosty the Snowman is more like a bad episode of Fairly Odd Parents crossed with a worse-than-normal episode of Sponge Bob than a classic holiday movie. Don't get me wrong...those shows are fine and I like them as much as the next guy, but when I watch Fairly Odd Parents or Sponge Bob, my low expectations (for mediocre, off-color, zero subtext, mind numbing episodes) are always satisfied.<br /><br />We picked out some good books and spent the rest of the evening reading together. A much better choice than the embarrassingly bad Legend of Frosty the Snowman.",negative,0,1,1,0,0,0,1,0,0,0,0,0,0
"The movie was awful. The theater was dead with silence 'cause everyone was embarrassed to be in there watching such trash. I think someone gave Jet Li a lobotomy and made him perform a script with dialogue written by a five year old. The martial arts are 'ok', but when put next to the Jackie Chan movies and ""The Matrix"" you're better off seeing one of those.",negative,1,1,0,0,0,0,0,0,0,0,0,0,0
"A hot-headed cop accidentally kills a murder suspect and then covers up the crime, but must deal with a guilty conscience while he tries to solve a murder case. Andrews and Tierney are reunited with director Preminger in a film noir that is as effective as ""Laura,"" their earlier collaboration. Andrews is perfectly cast as the earnest cop, a good guy caught up in unfortunate circumstances. The acting is fine all around, including Malden as a tough police captain and Tully as Tierney's protective father. The screenplay by Hecht, a great and prolific screenwriter, is taut and suspenseful, and Preminger creates a great atmosphere.",positive,0,0,0,0,0,0,0,1,1,1,0,0,1
"If this had been done earlier in the Zatoichi series it could have been one of the best. It is good enough, as most of them are, but the plot and the characters seem too complicated for the series at this point. The situation is unusually intriguing: the farmers in the province have two champions, a benevolent boss (for once) and a philosopher-samurai who starts a sort of Grange; both run afoul of the usual local gangsters, who want the crops to fail because it increases their gambling revenues and their chances to snap up some land; their chief or powerful ally is a seeming puritan who is death on drinking and gambling but secretly indulges his own perverse appetites. (He also resembles Dracula, as the villains in the later Zatoichi movies tend increasingly to do.) These characters have enough meaning so that they deserved to be set against Zatoichi as he was drawn originally, but by now he has lost many of his nuances, and the changes in some of the characters, such as the good boss and the angry sister of a man Zatoichi has killed, need more time then the movie has to give, so that the story seems choppy, as if some scenes were missing. Other than that, the movie shows the virtues of most of the others in the series: good acting, sometimes lyrical photography, the creation of a vivid, believable, and uniquely recognizable landscape (the absence of which is obvious in the occasional episode where the director just misses it), and a technical quality that of its nature disguises itself: the imaginatively varied use of limited sets so their limitations seem not to exist. And of course there is the keynote actor, whose presence, as much as his performance, makes it all work. This must be one of the best-sustained series in movie history.",positive,0,1,0,1,0,0,0,0,1,0,0,0,1
"John Carpenter's Halloween is quite frankly a horror masterpiece. It tells the immortal story of escaped mental patient Michael Myers, who returns to his hometown on Halloween night to stalk and kill a group of babysitters.<br /><br />This was the first and without doubt the best in the Halloween franchise. Carpenter shows great restraint in pacing the story very slowly and building likable characters; unusual for a horror picture.<br /><br />Even more unusual is the non-existence of blood and gore, and yet it remains the scariest Halloween to date. Get that! <br /><br />Halloween marked the film debut of Jamie Lee Curtis and a defining point in the late great Donald Pleasance's career. A true classic.",positive,0,0,0,0,0,1,0,1,1,1,0,0,1
"Excellent, pre-code amoral tale with Barbara Stanwyck as the newly inspired (by writings of Nietzsche!) to drive out her sensitivities and exploit herself, use men to her advantage. Not really fair on the German philosopher but interesting that this was the year Hitler came to power. Stanwyck, even in this young version doesn't do a lot for me but she certainly performs well here, ever driving herself and the film forward. Not as much flesh on display here as one might have expected but plenty of risqu_?situations and astonishing quips and innuendo. Great fun, if not a particularly attractive presentation of men and I suppose in all honesty not a very attractive view of the gold digging female. Still, that's life!",positive,1,1,0,0,0,0,1,1,1,1,0,0,1
"This review also contains a spoiler of the first movie -- so if you haven't seen either movie and want to but don't want the spoilers, please don't read this review!<br /><br />While this movie is supposed to be about Christian and Kathryn meeting for the first time, the movie is a poor copy of the first Cruel Intentions. The actors that they had portray Ryan Phillippe's Christian and Sarah Michelle Gellar's Kathryn are very poor substitutes indeed. Neither can pull off the smarmy, snooty rich-kid attitude that the original actors did. It's absolutely appalling that some of the dialog was verbatim -- not so much between Christian and Kathryn, but if you listen closely enough you'll recognize it. There are also inconsistencies in the plot - if this were truly the first meeting of Christian and Kathryn, then why is it that Christian fell in love with a girl at the end of the movie? He supposedly was supposed to be in love for the first time in the original movie (with Reese Witherspoon's character).<br /><br />Also, the tie-in with the photography/""You could be a model"" comment at the end was totally lame and didn't add anything at all. Overall, this movie was a waste of time. I can't believe they made a Cruel Intentions 3.",negative,1,1,0,1,1,0,1,1,0,0,0,0,0
"Marlene Gorris has established herself as one of the world's great directors. This sensitive, visually beautiful film is based on a story by Vladimir Nabokov and captures well that writer's dark irony. John Turturro gives what I consider to be his finest performance (I am usually not a fan of his); and Emily Watson is brilliant as well. Well worth seeing.",positive,0,0,0,0,0,0,0,1,1,1,0,0,1
"I looked forward to seeing this movie when it came out, since I was a huge SNL fan. When my boyfriend and I went to see it, the people coming out of the early show were yelling, ""Don't waste your money!"" But of course we had to find out for ourselves.<br /><br />While there were a few funny bits (Laser Bra 2000, Root Boy Slim), most of it felt like it could have been severely edited down to an amusing 1 hour show. It was pretty bad.<br /><br />When the opera singer came on, many people got up and walked out. This made me laugh, because I realized that O'Donoghue was just pressing people's buttons on purpose with this movie. Or else he was just insane. Whatever - you don't need to waste your time watching it, it's that bad.",negative,0,1,0,1,0,0,1,1,0,1,0,0,0
"There are two groups of people...those who love every Fellini movie they see and normal people. While I will admit that I have really enjoyed some of his films, I can also honestly say that I can't stand some of them. My opinion, by the way, is not just some knee-jerk reaction--I have seen most of Fellini's films and have also seen many films by the world's most famous directors. With this in mind, I feel that the most overrated and annoying directors can be both Godard and Fellini. They both have delighted in the bizarre and often unwatchable and yet have received gobs of accolades from reviewers and the ""intelligensia"", while the average person would never sit through some of their films. Heck, even a person who loves international cinema would generally be left out in the cold when seeing some of these films. So, since only a small clique actually watches their films and they are already predisposed to seeing the directors as geniuses, it's not surprising that their films are so often praised--it's like a cult! If you don't believe me, think about many of Godard's films such as FIRST NAME CARMEN or ALPHAVILLE,...or what about FELLINI SATYRICON or JULIET OF THE SPIRITS? These films abound with boredom, weirdness and incomprehensibility. Now I am NOT saying a film can't be weird (after all I love HAPPINESS OF THE KATAKURIS and SHAOLIN SOCCER), but it must be watchable!<br /><br />Now on to this movie. Somehow, Fellini has managed to make a story about a sexually compulsive man completely boring and unsexy. This is no small task--it took a lot of work to make this so unwatchable. Instead of cheap sexual thrills, the sex acts are choreographed in a silly and annoying way while the character of Casanova is buried under so much makeup and prosthetics that Donald Sutherland looks like a ghoul. I know some of this must have been Fellini's intention, but many viewers will be left completely bored by this sterile performance--especially since Sutherland's lines are all poorly dubbed into Italian and so he neither looks nor sounds like himself! Unfortunately, when the movie is not wrapped up in these boring sexual escapades, there really isn't anything else to watch.<br /><br />An interesting note about the first sexual conquest shown in this dull movie is that the actress looks amazingly like a younger version of Fellini's wife, Giulietta Masina. Considering that in addition to this, that in previous decades Fellini had Masina play characters such as a prostitute and a horribly abused woman, it seems like he may have truly hated his wife and was having this acted out on screen. I read a bit about them and their tempestuous relationship and it seems to bear this out as well. This is about the only aspect of this turgid film that I found at all interesting. Don't say I didn't warn you!",negative,1,1,0,1,1,0,1,0,1,0,0,0,1
"This is one of the worst films I've ever seen. I looked into it mainly out of a morbid curiosity since I loved the novel, and I wish I hadn't. I turned it off after a little less than an hour, though I wanted to turn it off after five minutes. I wish I had. It disregards the novel a lot and changes all sorts of factors. Unless the film managed to redeem itself in the last 50 or so minutes (which would be impossible) I would in no way recommend this. Its an insult to one of the greatest writers of the 20th century. I don't think, as many people say that it is, that ""The Bell Jar"" is necessarily unfilmable, but this particular rendition could have been done without. I'd almost like to see this one day in the hands of a director and screenwriter who can do it justice.",negative,1,1,1,1,1,0,1,0,1,0,0,0,0
"It is a great movie. i sow that some people think that this might not be based on a true story. No matter this !!, the movie is great, and all u can think is not why a balloon with a mermaid on it ends up flying in the mermaid town and so on, instead thinking that ""a little girl's wish came true"", and this means that all our peaceful dreams will come true if we trust in us, and do all in this world to make them true. The little girl (Desi - in the movie), and her mom, were the best actors i've been seen in a long time. Good for they, for all actors, all for the director. If someone can tell them this, please tell them, ""A 25 year guy from Romania says thank you for making this movie"".",positive,0,0,0,0,0,0,0,1,1,1,1,1,1
"the more i think about it, there was nothing redeeming about this<br /><br />movie. i saw it 9 months ago, so my memory might have made it<br /><br />worse than it was, but i do know it was at least as bad as a 4 out of<br /><br />10. <br /><br />after seeing the movie, i met the director. he seemed so clueless<br /><br />as to what he was doing or what he had done, and as far as i<br /><br />could tell, he didn't care for the film either. even he agreed that he<br /><br />didn't really know what he was doing, and he was forced to do<br /><br />certain things because it was filmed digitally. <br /><br />i felt that the movie was trying to hard to fit in to the formula that it<br /><br />built for itself: ""9 people all have to be connected in some way. how<br /><br />can we get from point 'A' to point 'B'"" so in order get from the<br /><br />prostitute we see in the start and back to her at the end they 10<br /><br />minutes on each character's relationship to another person. it<br /><br />makes one feel choked by the 2 demensional, badly drawn<br /><br />characters.<br /><br />I just remembered the one redeeming part of the movie... Steve<br /><br />Bouchemi there is one scene where he is amazing. that's it. as i<br /><br />say... 4 out of 10.",negative,1,1,0,1,1,0,1,1,0,0,0,0,0
"""This Man's Navy"" is, as other comments have indicated, a rare and well-filmed look at Navy lighter than air (LTA) activities. The LTA crews were justly proud that the convoys they shadowed never lost a ship to submarine attack. And the filming at the various NAS locations give a valuable glimpse at a type of aviation that is long gone. However, the first half of the movie is all about Beery, his relationship with his service pals, and him meeting the Tom Drake character and his mother, and getting Drake's leg fixed. Only then does the second film start. The second film is mostly LTAs in action, taking on a surfaced sub, guys get killed and much damage is caused. The look is fairly gritty and realistic, I imagine. Then we shift to Southeast Asia. Did the Navy have LTAs there? Never mind, this part is really wild, with a blimp being used to extract some downed aircrew from the jungle. And the Japs are shooting like mad. Shades of Vietnam, except the getaway is oh, so leisurely. This is a blimp we're talking about. In the end, a feel-good WWII drama about a very unusual part of the war.",positive,0,0,0,1,0,0,1,1,1,1,0,0,1
"A compelling, honest, daring, and unforgettable psychological horror film that touches on the painful experiences of pain caused by rape - ""Descent"" is a film that went under-the-radar due to its lack of distribution because, frankly, the film is so brutal in its depictions, that if it had been released theatrically, it may have met itself to some strong biased hate.<br /><br />The film deserves to be discovered for, not only its dark themes, and not only for its amazing direction and authentic style - but most of all for its performances. Chad Faust is absolutely stunning, bringing enough sickness and enough vulnerability to make one, not relate to, but understand this fractured man with a twisted perspective on his sexuality with not only the women he rapes, but also the fragile insecurities deep within his own self. It's a supporting performance that is so complex, brave, and emotional on Faust's part. And hard to forget.<br /><br />However, the standout is Rosario Dawson, whose performance here is an absolute revelation. A tour-de-force of realistic dramatic tics, and one of the most subtle, yet loud-as-can-be performances in quite some time. While Dawson is seen in some good supporting performances in some great-to-bad films, she proves here she has what it takes to deliver some emotionally sweeping and moving performances, believably and thematically.<br /><br />One of the best films of its year (and 2007 was a strong one) - had this underrated and intelligent film hit theatrical release, I would be screaming praises for it, as well as Dawson and Faust. Too bad it was way too blunt for a widespread appeal. Films like this deserve better!",positive,0,1,1,0,1,1,0,1,1,1,1,0,1
"I was going through a list of Oscar winners and was surprised to see that this film beat Butch Cassidy and the Sundance Kid for best picture in 1969. After actually seeing it, however, I'm not surprised anymore. It was way ahead of its time in regards to its style, cinematography, and use of flashback to help develop Joe Buck's character.<br /><br />The most amazing thing to me is the depth of Joe Buck's character in such a short movie. I think Voight captured the naivete and the viciousness-when-provoked. The two scenes that really caught me were after he gets the blowjob in the theater and when the older man solicits him. I think when he looks in the mirror he's trying to see if it's really him that has done- or is about to do- something terrible.<br /><br />I think it was a brilliant decision by Hoffman to take this role. Otherwise he may have been typecast after the Graduate. Anyway, this considered an all-time great for a reason.",positive,0,0,0,0,0,0,0,1,1,1,0,1,1
"This movie was directed by Victor Nunez who also wrote the screenplay (Ulee's Gold). Nice and straightforward writing, that was nominated for the Independent Spirit Award, looking at Ruby's day to day life. What we see is a slice in the life of the young woman Ruby. Ashley Judd (Sisters) won the Independent Spirit Award Best Female Lead for this role. Ruby is starting to live on her own and establishing her own identity. She explores jobs, friendships, boy friends, sex, a typical young adult search. The movie won Grand Jury Prize at the Sundance Film Festival. As an independent film enthusiast I picked the movie because of Sundance. I appreciate this type of movie, because it does not carry the Hollywood baggage.<br /><br />Although the stories are completely different this reminded me of Nobody's Fool, staring Paul Newman. The later movie is a slice of the daily life of a common man. I like that. The story is very nicely told, and all we had to do was sit and enjoy the story. The only thing I am not sure about is the title. I am sure that there are not that many bugs, and flies in paradise as there are in Florida. As I am allergic to mosquitos, Florida is no paradise to me, I itch all over thinking about Florida. I turn into a complete red boil. I recommend this movie! Favorite scenes: Ruby and her friend Rochelle Bridges, played by Allison Dean walking at the beach of Panama City, Florida. Indeed the sand is very white. I have been there. Favorite Quotes: ""Necessity has always been a good excuse."" ""All that fuss over finding a man is not at all different now, who is going to be and when and why.""<br /><br />",positive,0,0,0,0,0,0,1,0,1,1,1,0,1
"I've joined IMDb so people know what a great film this is! It's not often you come across a film that's moving and visually cinematic yet humble. You've read the plot so all I want to say is don't watch it because you want to see a clash of cultural religious identity babble ,because that's the typical misconception people read in to,instead just appreciate and realise it's about a father and son on a voyage growing to know each other through their struggles. Buy it and pass it on before film4 get round to it. This was one of the very few films to be nominated for a BAFTA being independent and foreign. The beauty of it is that it manages to appeal to anyone even if you never watch anything subtitled or just used to the Hollywood formula, just a great story that will keep you engaged. The only thing I wish is for it to be longer and see what happens",positive,0,0,0,0,0,0,0,0,1,1,1,1,1
"This was excellent. Touching, action-packed, and perfect for Kurt Russel. I loved this movie, it deserves more than 5.3 or so stars. This movie is the story of an obsolete soldier who learns there is more to life than soldiering, and people who learn that there is a time for fighting, a need to defend. I cried, laughed and mostly sat in awe of this story. Good writing job for an action flick, and the plot was appropriate and fairly solid. The ending wasn't twisty, but it was still excellent. If you like escape from New York, or rooting for the underdog, this movie is for you. Not an undue amount of gore or violence, it was not difficult to watch in that respect. Something for everyone.",positive,0,0,0,0,0,0,0,1,1,1,1,0,1
"As a big fan of David Mamet's films and plays, especially his first film House of Games that also starred Joe Mantegna, I was expecting great things from this film. Instead, I found myself annoyed by the film's superficiality and lack of credibility. Racial slurs are thrown about without any feeling or meaning behind them, in the hopes of setting up a racial tension that for me never materialized. Identity is totally reevaluated and men become ""heroes"" for no apparent reason. Because of his oaths taken as a cop, the lead character adamantly refuses to perform one relatively small action that would harm no one and could possibly save lives, and yet performs another action which is very violent and VERY illegal, but then still refuses the minor action. In addition, a highly unbelievable subplot involving a man who has killed his family is introduced just for the sake of a plot point that was all but advertised with skywriting, and the cop's reaction to that occurrence stretch credulity way beyond all reasonable limits. Needless to say, after expecting another exciting thriller from David Mamet, I was extremely disappointed to say the least. 3 out of 10.",negative,1,1,0,1,1,0,0,0,0,0,0,0,0
