Review,Classification,Disgust,Disappointment,Sadness,Confusion,Anger,Fear,Indifference,Surprise,Interest,Happiness,Touched,Motivation,Reflective
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Ray (Ray Winstone) has a criminal past, has had problems with alcohol and is now forming a drug habit that is making him paranoid and prone to domestic violence to his wife Valerie (Kathy Burke) who tries to hold the family together but ends up coming off more like a doormat. Meanwhile, her mother Janet (Laila Morse) is aware of Ray's son, Billy (Charlie Creed-Miles) and his escalating drug habit that is sending him off the rails. The film follows these despairable characters as they tredge along with their lives.<br /><br />It is said that the British seem to enjoy being miserable, and that would include watching films that entertain them this way. Films like Nil by Mouth highlight this. It's a tale of a broken family, torn apart by crime, poverty, booze and drugs, the kind Jeremy Kyle would lap up like a three course meal. It is also essentially a tale of self destructive men, three generations apart and each copying the other, tearing a family apart and women trying to hold it together, despite not being strong enough. If you pick up a little of what it's about from the off-set, you can see it doesn't promise to be cheerful viewing from the start and it certainly doesn't disappoint in this.<br /><br />It's true what everyone said about the performances, and the lead stars, Winstone and Burke, do deliver some great acting. We see Winstone lose it with his wife, beating her senseless after some more coke induced paranoia, breaking down during a phone conversation with her and unleashing a typical arsenal of f and c words when she refuses to let him see his kid. Likewise, in a private moment, we see Burke skillfully lose her composure on a staircase, the full impact of the night before kicking in.<br /><br />This is another of those films where there's no 'plot' to follow, as such, just a real life feel of these hopeless lives carrying on from one day to the next. It's been acclaimed by many (including the Baftas!) but it really was just too grim and bleak for me. I have no right to criticize it for this, knowing what I knew about it from the off-set, but sadly this is how I found it. **",negative,1,1,1,0,0,0,0,0,0,0,0,0,0
"Any one who has seen Mel Gibson's The Passion of the Christ and was bothered by the gory violence would want to see this film instead. Though it wasn't a success in th box office or TV ratings, The Fox Movie Channel still finds a real good motive to show this anually. I liked the way that they trained Chris Sarandon and the men who portrayed his disciples to sing in Hebrew.Though Sarandon didn't have long hair like any other Jesus would in other films, his looks are pretty close to what a Jewish man would appear. What surprised me or startled me was the scene where Caiaphas told Jesus about Pilate ""And don't ever forget, that you are a Jew!"" Though that may have not been a racist remark,Colin Blakely was trying to make Chris Sarandon look like garbage in the eyes of the prominent men of those days.Keith Michell's portrayal of Pilate was hulking, comparing with his previous performances in ""The Story of Jacob and Joseph"" and ""The Story of David"". But if you compare his portrayal of Pilate with Telly Savala's or Hurd Hatfield, you can say that he really painted well the impression of a Roman procurator.",positive,0,0,0,0,0,0,0,1,1,0,0,0,1
"Can Scarcely Imagine a Better Movie Than This<br /><br />Hey, before you all go ""Chick Flick"" on me. I am a very Large Strong & Masculine, Macho Man, who happens to think this was one of the better movies of the last 20 years. <br /><br />The acting was Superb and the Story was Marvelous. This is wonderful medicine for the heart and soul. The Acting could not have been better nor the movie better cast. <br /><br />I have known for a Good while that Mercedes Ruehl, along with Holly Hunter, Joan Plowright, Dame Edith Evans, Sissy Spacek, Judi Dench is among the greatest actresses ever to appear on film. And of course Cloris Leachman (also in this film) in my view may in fact exceed them all in the shear magnum of her talent and varied roles she has appeared in over the years.. At any rate this was an Amazing cast. This film was like a book that you cannot lay down, and when you have reached the last page wish for more...still more. I cannot for the life of me understand why this film here on the IMDb only rates a 3.9<br /><br />That rating here is utterly Amazing to me. Or perhaps not. Perhaps in fact I do understand it ever so well and that is what makes me really sad. It makes me ever so sad that films like ""American Beauty"" ""Leaving Las Vegas"" ""Sexy Beast"" and ""Fight Club"" ratings skyrocket off the charts in popularity when they in fact at least in this viewers opinion should have received an ""R"" rating...R that is for ""Rubbish"". Hey o.k., I realize there are a lot of different stories in this world for a lot of different audiences, but it is a sad commentary when this lovely, powerful...extraordinarily, Directed, Acted, and written film seems to be over looked. <br /><br />It obviously was at the Academy Awards as well....How Sad. And How predictable. My summation is that if you want to see a powerful, Happy, Sad, beautiful story? watch ......preferably own this film...",positive,0,0,1,0,0,0,0,0,1,1,0,0,0
"This is a very fine and poetic story. Beautiful scenery. Magnificent music score. I've been twice in Japan last year and the movie gave me this typical Japanese feeling. The movement of the camera is superb, as well as the actors. It goes deep into your feelings without becoming melodramatic. Japanese people are very sensitive and kind and it's all very well brought onto the screen here. The director is playing superb with light an colors and shows the audience that it is also possible to let them enjoy a movie with subtle and fine details. Once you've seen this movie you will want to see more from the same director. It's a real feel good movie and I can only recommend it to everybody.",positive,0,0,0,0,0,0,0,0,1,1,0,0,0
"This movie is about sexual obsession. Bette Davis plays Mildred. This is a woman who men are drawn to. Not because she is a nice beautiful girl but because she is a sexual entity. Now the movie does not come out and say that but it is obvious. There is a scene in the movie in which men are all going googly eyes over her. She works as a waitress in a coffee shop, she can't read and she not really anybody to look at but she is a flirt. It is obvious the male customers in that coffee shop are there because of her. One day Phillip a club footed failed painter medical student comes in the shop to say a good word for his friend but he becomes besotted the moment he sees her. He starts buying her things even pays for her apartment. Meanwhile she is seeing other people and she makes no secrets of it. He dreams about her like she is a angel, but she is no angel. He is constantly thinking about her. His med school grades are even failing. So what the nookie is too good. He wants to marry her but she rejects him because she is marrying another guy. She always lets Phil know she really doesn't have love feelings for him all of time. He is heart broken but he meets another woman. They seem fine but it is obvious he is still dreaming of the Bimbo. Mildred does comes back with a baby and unwed. Phillip takes her in again, but she starts going out with a friend of his, the light bulb comes on a little and he kicks her out. She does what she knows works so she tries to seduce him, well it doesn't work and she proceeds to burn his tuition money up. Oh we have a club foot that he has problems about, even though a street teenager who has the same problem tells him to lighten up about it. He meets another girl named Sally we have a March of time montage which shows her aging while he strings her along still waiting for Mildred. Well he has no school tuition, can't find a job. Finally Sally and her dad takes him in. Not before another March of Time montage showing him going downhill. Soon his uncle who raised him dies and he gets money to become a doctor. Meanwhile he finds Mildred needs him again. She has TB. meanwhile he is still leading Sally down the Primrose path about marriage and he takes a job on a steamship. Finally the bimbo dies and Phillip declares he is free now and he will marry Sally. I wished she told him to stuff it. Now I know my take on the characters are not going to get me any points. But I feel Phillip was the bad guy. Yes Mildred is a Strumpet BUT he knows it, and he keeps coming back. Mean while he has two other girlfriends who love him but he treats as appetizers. I guess the sex wasn't as good. But in any case he dogs those women waiting for Mildred. Not only that but the man who gets Mildred pregnant is already married and when Philip asks him what he intends to do about Baby ( apparently the baby's name) he laughs is off, he has no intention in supporting her and Baby and he is wealthy. Sally's father who has 9 children say some pretty nasty things about women but he is said to be a old traditionalist. Philip doesn't seem to refute his feelings either. Men are using Mildred as a Boy Toy but the men in this movie come out as unscathed. Yes she was not a respectable woman but far from a villain. To me it is Philip who was had the real problem and it was his sexual obsession for Mildred.",positive,1,1,1,0,1,0,0,0,0,0,0,0,1
Hello. This movie is.......well.......okay. Just kidding! ITS AWESOME! It's NOT a Block Buster smash hit. It's not meant to be. But its a big hit in my world. And my sisters. We are rockin' Rollers. GO RAMONES!!!! This is a great movie.............. For ME!,positive,0,0,0,0,0,0,0,0,1,1,0,0,0
"And the Oscar for the most under-rated classic horror actor goes to - Dwight Frye. Seriously his name should be stated with the same awe as Karloff, Lugosi, and Price, and this movie proves it. His character Herman was one of the 2 reasons I can give to watch this movie. Dwight gave this somewhat more than slightly disturbed misfit a lovable yet creepy demeanor that led you hoping for a larger role the entire movie.<br /><br />The other reason is the comic relief of M. Eburne. Being in the medical profession myself I have to give kudos to the expert performance of a self-pity prone hypochondriac. Though other ""medical mistakes"" did give a brief chuckle especially when the good doctor samples his fellow physicians medication... ""Well continue giving it to her"" Unfortunately these 2 outstanding performances could not keep me awake through 3 attempts of sitting through this unbearably slow movie. The plot is predictable with only few minor twists. The filming while pulling off a legitimate spooky atmosphere was more productive at making me yawn - yes you can use too much shadow.<br /><br />My recommendation - watch this once to see Frye and Eburne - but only when wide awake and with lots of caffeine.",negative,0,1,0,0,0,0,0,0,1,1,0,0,0
"<br /><br />In anticipation of Ang Lee's new movie ""Crouching Tiger, Hidden Dragon,"" I saw this at blockbuster and figured I'd give it a try. A civil war movie is not the typical movie I watch. Luckily though, I had a good feeling about this director. This movie was wonderfully written. The dialogue is in the old southern style, yet doesn't sound cornily out of place and outdated. The spectacular acting helped that aspect of the movie. Toby Maguire was awesome. I thought he was good (but nothing special) in Pleasantville, but here he shines. I have always thought of Skeet Ulrich as a good actor (but nothing special), but here he is excellent as well. The big shocker for me was Jewel. She was amazingly good. Jeffrey Wright, who I had never heard of before, is also excellent in this movie. It seems to me that great acting and great writing and directing go hand in hand. A movie with bad writing makes the actors look bad and visa versa. This movie had the perfect combination. The actors look brilliant and the character development is spectacular. This movie keeps you wishing and hoping good things for some and bad things for others. It lets you really get to know the characters, which are all very dynamic and interesting. The plot is complex, and keeps you on the edge of your seat, guessing, and ready for anything at any time. Literally dozens of times I was sure someone was going to get killed on silent parts in the movie that were ""too quiet"" (brilliant directing). This was also a beautifully shot movie. The scenery was not breath taking (It's in Missouri and Kansas for goodness sakez) but there was clearly much attention put into picking great nature settings. Has that rough and rugged feel, but keeps an elegance, which is very pleasant on the eyes. The movie was deep. It told a story and in doing so made you think. It had layers underneath that exterior civil war story. Specifically, it focused on two characters that were not quite sure what they were fighting for. There were many more deep issues dealt with in this movie, too many to pick out. It was like a beautifully written short story, filled with symbolism and artistic extras that leaves you thinking during and after the story is done. If you like great acting, writing, lots of action, and some of the best directing ever, see this movie! Take a chance on it.",positive,0,0,0,0,0,0,0,1,1,1,0,1,0
"As others have mentioned, all the women that go nude in this film are mostly absolutely gorgeous. The plot very ably shows the hypocrisy of the female libido. When men are around they want to be pursued, but when no ""men"" are around, they become the pursuers of a 14 year old boy. And the boy becomes a man really fast (we should all be so lucky at this age!). He then gets up the courage to pursue his true love.",positive,0,0,0,0,0,0,0,0,1,0,1,0,0
"This is a great film Classic from the 40's and well produced. There are very dramatic scenes in this film with John Garfield,(Al Schmid),""Force of Evil"",'48 and Dane Clark,(Lee Diamond),""Last Rites"",'88, fighting the Japs during WWII being completely surrounded and with only one machine-gun. When Al Schmid was able to go home after being wounded with a horrible injury, his problems just started to begin with his family and engaged girl friend. Dane Clark gave an outstanding supporting role as Lee Diamond, who did everything to help his buddy Al get his life together again. There is never a complete victory to War and lets not forget all the Brave Wounded Military personnel in Veterans Hospitals from All the Wars and our present Iraq Vets!",positive,0,0,0,0,0,0,0,0,1,1,0,0,1
"This story was probably one of the most powerful I have ever taken in. John Singleton certainly went above and beyond when putting together this educational masterpiece. Brilliant performances by the whole cast, but Epps and Rapaport turned in the best and most convincing of either young star's career.<br /><br />However, as a college student myself, many of the issues that Singleton touched on were taken to the extreme. In a sense that, while they are issues faced on many college campuses, they aren't presented as big or out in the open as this movie would make one believe. In some instances, it almost seemed ridiculous to think that something of this nature could actually occur. However, aside from the fact that it was a little over dramatic, the film was brilliant and left me stunned, unable to talk, just think. One of the things from this picture I will remember forever, was a quote from Lawrence Fishburn's character, ""Knowledge is power, without knowledge, you cannot see your power."" Brilliant, just brilliant.",positive,0,0,0,0,0,0,0,1,1,0,0,0,1
"Why can't more directors these days create horror movies like ""The Shining""? There's an easy answer to that: modern day directors are not Stanley Kubrick. Kubrick proved once-and-for-all with this movie that he is truly one of the greatest directors and auteurs of all time.<br /><br />So, the plot is fairly simple. A man named Jack Torrance (played brilliantly by Jack Nicholson)and his family move into a large, secluded hotel to watch over it for the off-season. The kicker is that the previous caretaker of the hotel savagely murdered his wife and two girls. What follows can most readily be summed by the title of the movie, but you have to watch it to see what I mean.<br /><br />This is the first movie in a very long time to strike me as ""scary"". It's some seriously messed up stuff, but in a good way. One of the things that adds to the scare factor is the amazing music. Music has been a major part of Kubrick's movies (2001: A Space Oddysey and A Clockwork Orange, just to name a couple) and he definitely doesn't disappoint with this one. The score completely sets the tone and this film would not be the same without it.<br /><br />Finally, I must comment on Nicholson's legendary performance. Jack is terrifyingly convincing as a crazy killer. In fact, just his stare steals a few scenes of this movie. This is top-notch acting that must be seen to believe.<br /><br />There will never be a horror movie that quite matches this one. R.I.P. Stanley.",positive,0,0,0,0,0,1,0,0,1,0,0,0,1
"One of the previous reviewers wrote that there appeared to be no middle ground for opinions of Love Story; one loved it or hated it. But there seems to be a remarkable distribution of opinions throughout the scale of 1 to 10. For me, this movie rated a 4. There are some beautiful scenes and locations, and Ray Milland turns in a fabulous job as Oliver's father. But the movie did not do a particularly compelling job of telling its story, and the story was not so unique as to warrant multiple viewings, at least, not for me. I may be a bit of a snob, but I tend to avoid movies with Ryan O'Neal -- I still haven't seen Barry Lyndon -- because most of them, but not all, are ruined for me by his presence. The lone exception is What's Up, Doc?, in which his straight performance is the perfect underlining for Barbra Streisand's goofball protagonist -- and, not coincidentally, he takes a shot at Love Story for good measure! McGraw and O'Neal tend to mug their lines, rather than act them.<br /><br />This movie is notable for the beginning of one fine career: it was Tommy Lee Jones's first movie.",negative,0,1,0,0,0,0,1,0,0,0,0,0,0
"I'm a sucker for a good romance, but this one doesn't qualify as either good or a romance. I had the plot nailed down before the credits were through. With such poor dialog, plot and character development, I suggest investing your hour and a half elsehere. I had to rush out and rent Serendipity for the third time so I could get the bad taste of this one out of my mouth.",negative,0,1,0,0,0,0,1,0,0,0,0,0,0
"This film was bad because there was nothing interesting about it. It was sort of a remake but then again, not really. I was very disappointed considering the tools that Tim Burton has at his disposal. He had great make up and CGI available and lots of money ($100 million) but can you honestly say that what we got was as good as the original film that was made for less than $6 million? Heck no. So in that regard, the film fails.<br /><br />At least in the original film, the statue of liberty scene was shocking but there was nothing shocking in this film even the end scene because you could kind of see it coming. And, by the way, if you give it some thought, and I did, you can figure out how the ending could come about. I just wish I had back the time that I wasted thinking about it.<br /><br />This film would have been brilliant and fun if it stayed along the lines of the first film and adopted part of ""Beneath the Planet of the Apes"". Here's how I would have written it:<br /><br />An astronaut (it really should have been more than Marky Mark because he's not good enough to care a film all by himself so I would have put in three guys) that would land on what they would think would be another planet, encounter humans (not mutes), a city ruled by apes, were hunted, made friends with some good apes, discover that they're on earth via finding some destroyed ruins, end up running into crazy mutant humans living beneath the earth, a war breaks out between the mutant humans and the apes, and then....well, let your imagination run wild on how you want to end it.<br /><br />But my point is that there could have been so much more to this film. Sadly, Tim Burton really knows how to wreck a good thing. Consider what he did with the Batman series. He's a rotten director inspite what of people think. He's trendy so he must be good goes the thinking. Sorry, but no. If anyone else had done this film, it would have turned out far better and would have been far more satisfying.",negative,0,1,0,0,1,0,0,0,0,0,0,0,1
"Hollywood's misguided obsession with sequels has resulted in more misfires than hits. For every ""Godfather II,"" there are dozens of ""More American Graffiti's,"" ""Stayin' Alives,"" and ""Grease 2's."" While the original ""Grease"" is not a great film, the 1977 adaptation of the long-running Broadway hit does have songs evocative of the 1960's, energetic choreography, and an appealing cast. When Paramount began work on a follow-up, the producers came up nearly empty on every aspect that made the original a blockbuster.<br /><br />Fortunately for moviegoers, Michelle Pfeiffer survived this experience and evidently learned to read scripts before signing contracts. Her talent and beauty were already evident herein, and Pfeiffer does seem to express embarrassment at the humiliating dance routines and tuneless songs that she is forced to perform. Maxwell Caulfield, however, lacks even the skill to express embarrassment, and his emotions run the gamut from numb to catatonic. What romantic interest, beyond hormones, could the cool sassy Pfeiffer have in the deadpan Caulfield? That dull mystery will linger long after the ludicrous luau finale fades into a bad memory. Only cameos by veterans such as Eve Arden, Connie Stevens, and Sid Caesar have any wit, although Lorna Luft does rise slightly above the lame material.<br /><br />Reviewers have complained that, because ""Grease 2"" is always compared to the original, the movie comes up lacking. However, even taken on its own terms, the film is a clunker. After a frenetic opening number, which evidently exhausted the entire cast, the energy dissipates. With few exceptions, the original songs bear little resemblance to the early 1960's, and the only nostalgia evoked is for ""Our Miss Brooks"" and ""Sid Caesar's Comedy Hour."" The jokes fall flat, and the choreography in a film directed by choreographer Patricia Birch is clumsy to be polite. However, worse films have been inflicted on audiences, and inept sequels will be made as long as producers seek to milk a quick buck from rehashing blockbusters. Unfortunately, ""Grease 2"" is not even unintentionally funny. Instead, the film holds the viewer's attention like a bad train wreck. Just when all the bodies seem to have been recovered, the next scene plunges into even worse carnage.",negative,0,1,0,0,1,0,1,0,0,0,0,0,0
"Barriers seems to be one of those series that have been lost in the mists of time. After it's transmission in the early 80s and one repeat, it's since sunk without trace. This is a crying shame.<br /><br />I originally watched this when it was transmitted in the Southern TV region on Sunday afternoons and was classic tea-time viewing. Although I don't remember a great deal about the program, a few things stuck in my mind. Most notable were the unforgettable titles. The mournful flute music accompanying the attempted escape across an East European border and the subsequent car crash (and that scene has left me with an abiding love of 'fintail' Mercedes models as they used a Merc 200). Although it wasn't obvious at the start, the solution to the series' mystery was in these titles.<br /><br />The plot about a young music student trying to unravel what really happened when he discovers he was adopted had lots of twists and turns but Barriers was a surprisingly 'adult' children's drama. Benedict Taylor was excellent as Billy and it was a shame he didn't do a lot more.<br /><br />This was a quality drama, well overdue for a DVD release and I hope I'll get the chance to re-acquaint myself with it in the future.<br /><br />A fond memory from my childhood",positive,0,0,0,0,0,0,0,0,1,1,0,0,1
"A singularly unfunny musical comedy that artificially tries to marry the then-cutting edge rock 'n' roll explosion with the middle-class sensibilities of a suburban sitcom. The result is a jarringly dated mish-mash that will satisfy none of the audience that went for the music, but will at least keep their parents sated.<br /><br />A quick glance at the promo write-up on the back of the video release should give some idea of the content. Tom Ewell is a drunken agent, overplayed with so little comic ability you almost expect him to bellow ""hi honey, I'm home!"" The blurb sites him as ""So funny in 'The 7 Year Itch'"". It sounds almost like an excuse. What other film would sell itself on the fact that a leading player was good in something else? It reads like ""So funny in 'The 7 Year Itch' ... but he's rubbish in this"".<br /><br />Mansfield, a beautiful girl with rumoured 50-inch assets, is, unfortunately, a bargain basement Monroe with all the acting ability and comic timing of a rotting haddock. Her wooden delivery combined with Ewell's OTT double-takes make this a comedy partnership from Hell. For her part, the sell gives us: ""[Jayne Mansfield] whose more obvious talents are the cause of many of the film's biggest laughs!"" As you can see, a movie sold on the idea that it's lead has a big chest is not the most sophisticated of things. Most of this ""humour"" is men literally falling over themselves, their glasses cracking upon site of Mansfield, etc. Only the Freudian nightmare of a milk bottle overflowing casts doubt upon its ""U"" certificate.<br /><br />For the musical side, the most adenine of players are chosen. Would you really care to see Eddie Fontaine offer: ""I love your eyes, I love your lips, they taste even better than potato chips"" in a song called ""Cool It, Baby""? Only the incendiary Little Richard breaks out of the MOR, though is forced to sing some of his more dad-friendly songs in a four-minute sequence. And how come all the acts sing without a single microphone? Attempted satires on the industry are broad and childlike in their conception.<br /><br />Technically, the picture was quite advanced, with special effects (including a ghost-like Julie London) and deluxe color (Which now looks flat and artificial. In fact, with its reds that bleed and fake-looking flesh tones, it resembles a colorised movie). Direction, though, isn't outstanding, and the sound quality is also quite poor.<br /><br />Perhaps it comes down to it being so old. A time when men still smoked on screen, sickeningly cute child actors made adult remarks and black servants only got to cook and dance. (All of which happen here). Yet Some Like It Hot, The African Queen, Ben Hur and many, many more stand as examples of films from the period that can still be enjoyed today, so the ""good at the time"" argument doesn't really stand up. At its heart The Girl Can't Help It is a cynical and patronising venture that doesn't bear close inspection. 4/10.<br /><br />",negative,0,1,0,0,1,0,1,0,0,0,0,0,0
"Whoever thought that ANOTHER Home Alone film would be a good idea should have their head examined... Same plot, different kid, more villains (which leads to MORE endless stupidity in the traps). The other two films were bad enough, and this is where it hits rock bottom. People may as well watch the other films for plot, as it's all identical.",negative,0,1,0,0,1,0,0,0,0,0,0,0,0
